horizontal segments 71000
870 893 333
97 196 700
42 739 380
441 671 172
839 966 335
537 983 657
95 983 22
970 991 460
690 770 725
965 991 944
73 529 414
225 629 421
901 992 142
522 818 768
32 480 918
350 941 778
461 934 137
103 893 728
567 577 106
136 488 593
496 616 328
118 369 705
279 740 165
780 985 192
695 896 878
714 805 770
578 588 780
940 959 846
138 622 947
738 892 342
570 966 572
792 825 468
839 918 461
81 267 157
31 609 319
462 513 546
867 967 697
884 931 543
429 495 201
338 757 409
748 870 805
30 101 652
966 994 292
458 820 136
815 890 182
859 983 417
821 879 961
347 662 965
14 392 993
696 872 920
912 945 511
454 659 478
435 746 209
78 613 907
215 512 107
7 241 854
928 932 691
562 766 838
74 875 686
609 923 15
586 960 935
296 943 805
832 877 62
822 976 806
887 912 790
333 927 464
316 800 707
331 806 662
36 346 41
475 649 930
657 715 910
4 570 542
348 363 953
676 878 730
17 71 28
333 461 396
997 1000 114
462 945 270
462 884 452
152 918 838
168 190 281
707 963 54
331 866 893
508 765 914
639 933 7
729 869 696
737 785 89
71 335 550
333 669 834
311 647 783
100 914 371
501 760 517
657 968 354
289 970 125
732 736 194
250 693 110
410 978 426
258 688 553
600 651 423
170 256 937
36 326 924
967 969 846
206 396 245
673 877 93
963 965 962
798 851 124
163 380 536
723 911 935
487 523 628
231 563 605
327 690 22
326 815 949
1 682 548
761 768 265
768 813 616
176 872 814
315 591 906
436 884 521
862 875 282
131 616 93
539 851 346
175 635 757
939 973 317
652 693 619
761 843 843
507 657 706
571 828 576
301 445 441
543 907 702
302 642 94
272 311 452
536 538 576
3 423 920
768 939 49
846 972 713
907 924 358
317 970 938
760 794 838
63 595 187
943 948 132
503 956 295
462 623 701
245 584 882
390 425 1
902 924 391
773 942 737
862 978 958
864 980 666
903 916 959
510 836 451
693 945 268
125 732 683
740 806 588
56 759 683
131 192 201
402 434 30
755 939 57
983 988 782
388 600 186
501 885 984
607 617 491
773 951 412
374 948 132
794 845 522
860 962 814
295 592 562
564 603 776
265 770 580
615 789 140
374 768 680
668 910 948
487 582 191
471 815 646
686 774 178
565 881 392
63 455 396
480 982 841
620 794 845
966 989 67
988 995 667
760 979 567
142 987 713
953 1000 664
761 889 830
126 492 247
708 827 916
789 985 47
347 732 847
265 563 484
887 934 877
600 679 681
630 778 853
24 402 363
71 257 158
899 913 96
839 974 134
170 997 390
666 673 820
332 850 402
842 922 677
730 754 440
972 993 424
370 478 787
434 873 943
729 824 890
552 578 424
195 395 874
228 861 333
639 646 761
827 939 106
731 862 922
592 890 35
677 827 137
469 821 826
475 704 278
865 938 906
319 547 980
114 878 257
299 694 245
803 806 899
98 926 57
514 837 379
291 556 842
350 459 928
823 947 644
351 793 249
918 931 513
602 926 228
320 475 726
59 166 903
309 758 424
855 891 620
68 477 995
243 400 939
62 455 154
963 991 87
171 662 103
97 743 524
786 978 727
34 199 477
906 967 80
598 629 900
151 500 772
860 969 476
95 591 184
123 565 875
221 870 626
550 701 69
436 996 346
640 738 936
494 601 904
772 841 691
430 898 179
892 990 291
890 957 273
873 965 483
690 696 163
994 999 368
478 818 554
798 888 699
599 619 616
30 707 283
424 634 98
753 883 228
344 688 956
542 687 44
854 859 302
200 414 367
885 1000 270
375 966 59
64 692 912
427 976 857
770 900 797
515 609 689
621 862 833
954 961 863
819 936 857
105 378 798
310 736 922
839 862 211
161 486 789
237 827 139
850 903 60
218 898 280
599 822 601
282 781 854
106 155 538
346 906 78
912 993 838
613 794 629
248 872 549
876 967 33
494 674 319
671 959 281
604 769 573
254 762 760
963 974 815
838 975 590
716 817 487
231 365 182
706 941 577
409 570 315
972 983 539
828 947 601
992 997 256
101 865 180
789 914 769
149 524 656
647 814 145
790 942 641
674 932 553
89 537 924
256 804 124
870 943 622
741 900 942
543 797 896
63 583 393
434 660 933
44 901 617
300 594 195
943 985 503
155 931 451
936 1000 290
249 704 288
98 335 930
658 876 505
256 320 262
402 614 874
866 890 53
190 540 528
715 954 16
364 429 201
527 812 155
204 560 141
687 732 102
569 848 291
737 784 772
209 485 76
305 463 512
727 950 432
108 612 237
986 987 179
946 977 87
406 898 708
732 778 912
68 426 879
99 760 681
518 592 439
763 904 931
799 864 868
505 511 693
508 633 510
136 321 522
111 131 752
758 791 294
390 668 846
810 825 259
161 247 765
586 827 945
258 537 888
585 940 224
998 1000 103
25 521 905
900 961 396
15 854 733
657 707 516
524 825 373
404 879 228
428 503 17
154 872 671
293 588 752
255 413 95
234 585 906
683 847 345
700 852 355
152 456 987
739 795 430
971 982 403
569 840 613
463 551 485
793 846 486
885 982 136
402 966 276
118 549 636
755 824 266
34 228 287
675 821 537
610 627 294
957 986 740
96 522 309
1 206 617
26 35 221
661 794 848
174 790 175
653 861 210
572 712 612
850 860 899
816 920 565
870 913 315
978 992 99
378 934 577
351 627 428
727 990 209
80 147 680
764 947 47
680 779 504
477 727 143
230 264 274
298 341 334
795 816 15
119 170 272
304 501 135
395 469 489
236 337 769
397 497 977
341 949 475
135 408 418
343 987 427
716 930 803
346 522 716
985 986 825
16 899 922
489 853 911
6 894 365
492 593 849
785 877 957
791 960 617
463 543 605
95 241 334
581 962 707
321 826 241
524 890 418
535 642 243
645 860 985
695 977 220
591 597 810
91 481 439
24 659 100
34 229 279
109 867 338
867 898 812
496 894 241
194 364 36
773 968 930
782 937 264
290 715 871
447 666 320
984 994 895
830 840 524
449 681 815
360 500 849
466 747 609
801 858 827
995 1000 957
678 868 163
710 865 310
190 923 56
764 969 400
820 917 167
442 519 529
845 847 457
550 751 790
1 550 871
177 952 351
601 625 378
884 934 570
797 849 51
545 761 719
765 785 257
687 759 406
510 820 877
403 486 372
794 1000 609
127 640 276
426 972 413
298 774 89
495 583 821
534 907 744
565 942 79
517 970 101
670 838 923
424 843 535
2 820 501
192 741 462
768 856 61
624 694 764
987 999 218
676 810 443
174 417 105
360 1000 914
684 748 217
272 553 657
157 688 961
233 901 256
149 316 777
760 918 107
800 997 524
821 856 142
853 938 730
144 302 908
536 576 392
430 739 219
132 972 316
760 842 279
644 826 546
977 986 879
163 182 168
108 776 874
161 898 907
94 419 850
500 811 280
309 658 818
875 990 836
651 748 263
502 716 491
960 999 24
774 893 88
184 199 815
971 983 837
211 274 35
924 958 157
281 803 915
443 960 646
16 409 748
582 897 551
708 789 530
136 179 596
772 833 303
930 984 805
734 852 366
57 116 278
241 863 860
198 358 364
815 946 901
667 960 100
390 854 822
266 930 918
594 793 645
162 836 251
680 763 12
979 993 997
497 866 131
598 719 992
212 538 378
2 865 827
288 573 492
683 862 115
642 754 942
834 869 729
108 376 573
191 745 210
656 788 892
917 949 119
583 656 863
124 565 338
826 864 22
18 466 330
979 980 326
53 396 129
628 699 377
308 593 879
608 861 999
937 972 267
761 998 157
624 729 574
729 791 920
926 959 647
553 677 385
270 844 55
756 899 872
551 716 967
726 838 740
684 826 351
367 691 207
194 260 117
152 829 696
817 855 642
512 976 520
799 882 29
262 545 964
130 761 397
711 990 747
245 938 993
472 986 959
728 898 364
715 892 426
213 559 563
148 923 559
128 820 601
624 700 422
662 695 728
640 701 239
33 127 986
524 893 431
352 470 753
383 814 749
823 936 980
552 572 720
581 774 585
38 760 885
318 823 106
574 910 172
574 737 312
931 960 933
49 195 590
583 745 850
744 768 217
930 944 221
506 729 822
609 766 157
786 844 172
335 502 201
169 254 734
844 966 658
562 575 765
103 500 216
6 830 902
195 892 636
755 990 157
97 451 392
32 985 895
430 755 302
593 984 953
565 622 998
850 875 422
299 739 606
709 735 936
307 411 571
711 846 421
908 993 517
530 882 497
138 936 1000
809 820 323
916 948 439
161 249 173
453 767 46
598 741 209
62 210 921
993 994 405
324 571 897
766 898 622
31 364 964
62 266 296
461 792 998
35 42 248
133 484 565
283 451 778
169 367 184
978 979 527
986 991 326
908 995 672
900 961 640
219 623 963
959 985 693
839 999 210
917 978 243
122 725 954
461 657 262
580 877 223
286 864 475
54 970 658
744 894 636
631 737 425
545 784 272
419 708 500
721 891 247
938 940 23
728 995 941
680 734 20
772 910 757
141 663 265
634 806 465
723 925 626
305 615 925
651 935 994
767 807 21
877 967 770
833 933 325
381 931 523
394 635 627
573 940 133
521 742 908
253 992 359
21 467 897
346 700 337
856 895 830
953 999 410
622 932 852
569 694 608
779 985 637
53 506 859
182 892 204
174 327 108
42 120 232
808 992 555
626 730 32
155 321 409
751 881 100
791 947 322
486 503 881
93 838 713
152 885 699
628 777 381
319 876 642
551 850 780
201 827 839
543 959 266
577 652 554
242 490 381
138 887 1000
520 577 911
904 975 609
671 768 4
348 723 710
909 978 112
528 792 697
124 241 450
846 866 716
352 453 685
303 334 89
708 752 401
500 897 53
713 894 139
475 493 5
183 435 456
692 758 896
214 363 775
221 908 852
840 932 519
191 224 559
181 803 722
789 997 190
429 733 945
143 627 31
247 883 767
577 966 617
897 926 668
140 825 436
898 918 278
976 994 530
34 811 49
16 751 408
185 998 646
868 903 480
408 869 644
367 864 472
606 624 356
898 998 70
81 778 455
472 829 540
200 644 122
53 717 781
591 917 102
931 940 196
852 908 531
612 706 535
142 429 212
109 517 637
699 878 783
658 983 56
450 859 723
29 589 848
756 886 864
276 411 626
902 950 390
551 553 179
287 762 90
412 754 164
989 997 625
586 624 837
134 575 74
447 467 950
389 534 186
511 583 878
113 150 728
454 657 409
157 642 736
860 917 650
456 591 346
905 1000 729
434 646 199
373 635 324
391 865 949
616 633 85
349 508 25
245 449 551
50 290 860
828 837 265
481 732 468
224 628 443
714 919 800
937 945 601
131 555 625
94 741 995
347 984 579
710 919 298
807 962 981
814 844 127
263 408 672
114 504 39
970 980 648
610 927 162
949 953 513
45 819 846
220 884 151
405 471 886
570 783 628
381 646 630
474 820 711
754 760 690
511 743 855
285 486 707
860 913 472
930 977 540
547 833 672
740 892 464
304 466 837
739 966 449
203 289 165
63 233 54
729 828 823
928 977 994
721 920 209
485 796 988
454 590 750
675 809 129
964 998 415
549 608 312
249 972 321
552 919 784
780 893 422
169 798 149
885 926 413
717 893 706
560 825 503
602 708 676
565 983 211
560 972 919
440 923 794
73 261 965
73 583 211
351 442 328
627 754 237
376 529 41
324 830 986
197 801 66
301 579 703
688 946 416
721 895 771
509 744 666
548 902 24
218 607 411
302 510 162
242 841 650
836 930 806
116 590 46
217 753 410
769 891 91
936 981 219
602 771 653
856 969 848
149 706 749
376 870 126
170 846 156
273 668 467
48 568 497
740 910 103
189 827 485
216 845 536
656 924 125
553 900 916
773 925 272
120 245 814
654 674 514
310 507 879
134 357 172
47 158 378
134 448 547
482 814 193
762 926 964
271 475 971
979 998 211
795 828 217
911 978 716
734 867 314
325 458 102
268 651 625
685 950 701
352 772 586
632 916 704
669 709 939
265 390 286
72 685 111
250 462 431
303 679 932
219 624 907
722 728 413
538 645 379
498 920 542
282 555 839
328 891 843
317 705 232
587 609 798
271 356 87
258 383 605
231 376 978
958 980 952
202 662 274
645 955 504
445 699 376
10 726 430
626 771 48
461 598 168
975 993 264
406 531 485
789 993 423
859 993 864
788 973 93
69 453 230
48 683 684
167 813 308
876 941 11
133 973 669
705 752 868
419 625 944
956 966 833
766 869 539
784 951 42
977 985 146
974 980 3
995 998 465
724 981 400
245 830 57
270 764 271
401 805 938
627 934 492
780 969 134
753 770 852
166 298 269
1 660 294
984 998 516
590 998 581
808 923 767
114 599 626
425 924 12
949 979 234
161 771 801
729 848 839
926 980 781
233 896 301
675 722 751
434 986 205
957 965 894
271 314 801
148 167 623
444 495 960
407 934 681
107 132 15
81 672 719
389 928 498
111 703 460
583 798 192
334 391 468
732 983 613
346 482 90
414 517 907
341 899 810
448 658 461
882 987 480
241 274 448
300 916 632
284 849 36
111 463 876
243 504 283
806 934 151
773 831 586
926 994 397
709 857 456
385 769 65
127 522 838
50 828 888
396 788 571
361 911 257
267 878 247
651 663 142
500 710 230
111 233 224
319 732 991
532 663 669
164 794 426
117 399 913
936 987 853
494 672 135
497 527 974
76 229 539
308 957 389
651 876 628
61 726 310
893 968 217
426 685 919
476 592 983
121 390 553
220 497 948
688 776 998
851 931 866
320 743 763
155 919 284
127 131 765
958 976 306
327 707 354
764 874 978
476 565 145
69 674 305
351 788 263
7 231 179
870 983 842
762 789 681
810 954 977
569 574 833
224 338 584
820 861 345
123 184 962
229 893 663
98 364 112
72 705 329
633 755 73
793 838 491
159 220 133
717 724 29
387 764 532
460 904 331
775 995 761
563 580 418
250 761 881
667 794 353
96 986 906
891 977 870
659 674 252
941 981 313
607 922 309
309 813 568
210 782 10
713 937 441
182 214 700
443 839 666
840 986 1000
724 894 993
48 635 780
162 361 681
66 506 178
434 946 921
984 991 47
128 176 431
292 467 364
353 457 947
960 975 440
223 753 402
871 930 327
433 606 582
446 778 292
272 855 284
908 910 479
224 461 602
409 413 163
787 865 75
236 671 820
858 859 799
648 957 608
984 999 601
275 899 398
711 893 857
738 783 793
864 964 53
100 522 795
361 606 303
850 963 929
937 993 441
827 866 302
854 931 897
485 798 896
633 727 22
746 848 601
423 628 139
478 750 615
324 554 840
614 662 984
216 979 808
958 998 604
560 991 778
888 890 41
15 389 193
873 925 594
362 368 10
656 950 86
997 999 495
737 781 535
244 330 112
87 655 102
70 640 98
801 832 774
300 882 858
560 921 749
674 939 524
632 746 604
168 416 43
66 717 524
266 465 806
325 874 181
717 764 723
121 163 778
620 716 287
227 885 752
417 754 72
668 994 445
469 820 793
685 969 935
107 428 951
165 550 150
649 952 199
178 892 111
249 723 223
149 894 131
979 987 164
81 871 768
559 906 614
70 349 267
489 953 411
393 802 236
235 660 454
427 921 813
750 870 629
977 997 845
153 332 532
410 604 653
301 601 572
563 724 656
936 965 500
194 778 486
10 799 490
719 757 352
38 369 717
792 863 27
467 512 481
779 893 951
382 808 407
427 555 51
737 802 255
362 590 901
672 881 82
831 963 131
419 789 415
223 967 469
471 953 465
409 955 83
834 942 158
103 624 100
302 745 750
603 888 511
919 929 784
539 866 116
545 593 752
942 966 413
820 944 119
321 446 351
546 724 594
400 424 100
764 842 163
827 911 996
335 892 16
899 955 538
896 981 187
279 311 2
208 770 322
629 933 711
363 832 750
485 719 239
386 993 853
970 999 852
150 918 642
174 358 654
124 474 825
643 766 478
803 892 121
741 790 520
117 987 714
373 959 152
796 944 780
730 986 520
188 803 216
327 480 373
33 933 14
72 473 654
700 1000 944
436 726 252
855 896 595
955 996 702
885 925 954
682 889 835
834 906 979
275 783 122
361 582 956
337 791 574
753 803 395
235 500 9
848 932 176
869 969 798
541 939 393
226 401 784
241 799 120
343 452 486
466 563 393
869 911 353
402 461 337
644 843 615
819 884 614
637 674 182
132 310 66
812 924 829
219 705 553
708 715 366
268 715 542
550 562 975
373 510 417
598 974 771
878 962 319
772 892 747
254 471 376
880 981 653
252 262 786
259 555 833
202 753 69
729 963 923
481 736 525
390 619 878
635 844 866
70 764 973
157 334 142
171 410 808
396 984 507
370 978 139
255 988 143
935 949 651
191 195 153
108 479 635
907 997 633
85 935 204
986 993 315
102 164 355
760 891 101
359 574 7
223 547 220
658 671 71
213 547 7
273 845 561
986 991 340
328 344 369
260 829 667
512 843 526
780 932 534
359 871 13
639 679 246
155 652 710
908 938 220
230 602 931
862 933 113
406 653 951
641 730 449
144 427 863
976 977 32
968 997 18
845 983 306
798 945 747
904 995 229
338 502 693
972 977 710
999 1000 483
880 911 848
875 911 980
177 890 67
663 966 979
287 989 376
606 861 975
299 531 597
288 629 379
619 885 282
557 882 521
987 988 822
