horizontal segments 84000
489 531 714
299 435 849
551 693 826
832 845 221
532 907 751
867 875 40
719 985 30
819 988 400
409 639 385
584 884 199
532 832 896
341 576 630
863 898 743
302 714 489
742 985 184
51 563 46
731 913 900
60 367 795
820 978 87
808 956 133
441 462 5
913 929 736
133 838 32
714 755 613
635 952 227
41 129 368
405 967 551
61 676 342
766 943 255
304 647 408
631 768 618
127 370 42
220 756 655
755 790 928
886 890 579
292 671 656
138 895 525
993 995 866
820 984 823
664 831 988
257 824 60
199 778 996
190 281 840
384 693 883
461 572 189
870 885 67
84 427 343
514 663 222
941 997 40
857 863 85
203 503 422
915 956 11
559 752 409
753 861 796
967 980 357
337 503 875
855 873 99
944 945 979
844 994 380
144 883 21
858 888 118
118 128 920
583 744 759
730 931 600
26 744 101
592 606 960
633 907 612
253 873 799
762 868 216
942 966 632
855 932 276
671 946 645
435 568 330
373 822 51
11 110 403
645 760 299
605 973 790
326 544 708
572 645 746
918 978 290
247 407 178
384 546 630
462 504 918
774 900 586
572 884 716
834 908 814
971 974 813
524 726 465
170 909 421
224 357 853
6 155 367
61 249 867
768 969 494
426 829 998
5 310 809
230 647 419
745 865 564
608 706 476
82 911 372
411 483 948
852 984 335
815 858 605
162 673 798
562 640 510
283 641 909
982 996 745
364 579 674
275 424 695
728 935 686
133 226 181
988 999 377
353 907 816
668 836 755
809 977 474
875 889 386
507 889 44
349 594 259
579 615 564
498 673 828
152 907 850
487 640 800
729 812 176
281 847 216
168 673 999
113 121 634
394 432 425
750 797 127
106 210 302
996 997 977
643 856 843
776 831 515
244 474 505
166 701 987
787 889 206
675 980 427
531 974 189
7 245 333
222 342 807
285 754 531
303 530 698
957 973 42
373 805 563
792 802 131
465 482 543
268 401 59
514 645 724
949 983 119
828 895 156
192 692 208
481 888 492
957 974 325
703 982 499
687 968 352
474 777 504
978 993 449
415 763 865
21 654 848
294 375 493
183 475 145
640 823 91
142 847 824
973 991 252
372 874 462
40 867 786
186 453 849
421 919 954
577 822 893
252 721 822
323 990 425
321 716 647
91 951 472
734 940 313
609 838 805
743 762 195
558 685 898
452 875 320
391 953 197
554 610 192
17 745 979
478 846 949
140 482 184
285 723 252
498 703 178
174 889 769
126 339 605
509 701 329
68 249 178
901 997 621
809 986 770
737 879 836
85 968 145
383 547 381
769 879 79
181 724 324
974 980 382
176 510 945
304 515 33
330 587 42
454 671 563
796 924 288
354 558 602
378 720 805
385 692 250
186 892 243
345 550 342
55 161 600
36 679 635
789 817 792
675 717 647
88 950 465
391 760 608
289 314 862
885 978 589
792 892 592
608 954 279
366 930 45
821 965 99
49 366 941
983 998 996
562 720 110
240 914 795
985 997 678
657 929 466
31 866 867
440 614 570
544 699 979
136 447 250
90 285 568
685 779 584
597 704 364
999 1000 609
750 757 846
628 983 860
609 964 98
745 908 63
120 131 862
289 826 413
355 373 191
186 485 299
752 783 906
327 681 795
291 816 993
146 266 332
158 475 939
193 528 945
720 975 364
152 454 762
841 883 25
488 809 557
501 748 161
534 982 32
706 906 446
439 686 670
537 909 994
879 925 827
89 610 964
18 661 232
484 724 944
633 712 697
618 624 401
697 902 574
833 972 149
284 873 21
888 901 344
7 981 78
221 515 920
914 915 574
512 824 670
46 121 417
863 971 198
756 796 57
418 897 305
888 998 279
260 619 935
997 1000 182
117 440 187
673 815 404
79 486 768
273 891 116
521 558 800
693 718 110
716 841 219
16 941 80
351 588 75
276 491 615
732 817 129
8 588 675
294 552 933
129 184 472
106 749 878
713 920 188
679 712 621
537 993 33
656 850 431
902 976 716
698 723 574
205 802 2
913 934 677
201 473 750
338 972 62
689 837 492
914 987 910
988 999 534
791 795 332
855 982 168
26 319 954
443 578 259
28 805 537
15 771 308
241 785 109
449 888 758
847 901 588
410 892 14
51 317 282
513 844 320
324 453 755
646 827 99
817 826 952
408 730 580
356 510 501
688 721 605
305 625 578
443 570 387
432 981 291
184 201 470
781 984 305
451 819 523
236 944 150
568 599 581
374 477 173
59 685 505
131 902 986
560 676 823
260 950 911
126 417 101
380 653 789
998 1000 28
941 999 526
817 906 7
665 999 539
589 686 51
600 834 985
779 890 396
849 980 764
244 712 344
978 996 502
975 992 318
616 812 569
937 975 647
417 573 243
995 1000 232
957 981 651
75 425 445
686 988 676
907 914 100
406 622 283
435 808 310
341 599 688
819 960 648
467 743 911
771 834 145
870 916 482
683 818 862
348 704 999
126 654 214
702 879 373
269 775 301
340 932 335
918 967 720
506 716 733
781 975 140
488 889 101
841 946 87
124 953 589
98 479 719
708 930 739
842 917 822
262 586 959
499 823 184
208 338 229
924 937 968
785 965 928
934 969 533
466 975 107
374 895 493
15 198 47
102 828 689
694 981 938
581 809 232
842 975 162
116 820 678
552 989 261
527 992 744
486 837 203
839 920 273
424 578 587
304 800 49
405 959 509
533 543 813
898 968 676
906 963 544
408 995 939
467 679 586
587 809 324
133 284 999
348 925 757
111 732 497
144 541 376
836 955 718
366 772 731
608 834 458
41 819 851
268 777 824
718 750 890
515 976 189
294 950 860
89 976 269
306 563 263
289 494 30
175 803 993
983 989 158
129 823 157
82 646 462
408 597 873
838 874 110
751 791 662
591 1000 497
542 698 388
410 531 838
85 955 844
483 866 553
196 938 898
593 672 320
505 896 621
630 766 662
436 943 366
141 988 136
106 903 560
91 682 57
615 797 249
464 782 94
515 898 742
654 914 963
386 582 573
837 956 510
513 532 927
920 924 95
833 940 399
433 476 689
102 686 87
282 742 344
906 938 996
660 971 183
178 483 109
828 965 161
642 920 199
84 207 56
686 758 854
743 935 536
462 624 202
947 978 553
426 913 798
201 638 99
997 999 434
123 910 235
539 980 507
501 528 790
592 634 193
701 773 198
105 938 470
710 990 179
198 503 58
711 925 902
608 681 705
858 924 876
501 735 870
696 866 418
73 317 100
877 998 807
551 845 491
479 672 264
647 980 422
602 827 308
383 809 882
96 885 446
24 696 894
436 809 359
480 505 498
880 959 578
177 297 645
555 654 238
117 724 294
18 549 574
98 100 751
794 873 23
76 494 947
143 486 258
101 619 645
121 611 969
753 754 627
14 475 631
455 804 479
62 604 866
164 494 164
523 762 977
779 834 87
570 899 609
708 991 269
126 985 359
235 352 243
965 995 325
209 602 990
334 714 514
963 967 230
375 790 11
497 912 770
429 970 901
486 991 929
665 977 420
341 525 885
359 848 599
863 974 709
401 677 974
981 991 850
742 873 352
108 423 120
831 864 680
873 878 744
10 333 199
973 996 399
244 851 265
853 923 110
299 427 579
938 996 955
414 712 593
344 988 844
458 883 950
547 817 576
734 880 523
535 726 259
342 399 465
644 819 372
954 956 659
396 749 572
861 948 562
935 971 437
144 482 446
699 771 965
46 300 3
93 713 225
537 638 294
13 707 322
422 935 879
693 785 281
169 222 412
912 934 825
381 760 960
851 900 523
202 423 930
948 966 998
17 823 834
289 526 591
212 763 669
697 819 356
204 804 915
85 798 307
818 834 658
214 306 948
525 736 33
479 521 279
255 664 192
989 999 646
942 950 139
627 970 830
582 632 247
756 768 447
548 990 761
473 927 802
405 709 517
762 941 828
431 524 372
135 402 636
825 850 864
353 875 558
738 770 110
450 914 752
221 854 303
157 965 448
181 393 442
915 933 275
48 675 77
460 797 305
114 531 942
586 630 410
383 510 403
630 798 172
968 986 322
802 829 932
334 518 466
539 996 887
305 595 90
922 961 684
143 456 667
449 511 441
168 309 740
147 747 766
822 951 92
283 372 767
173 905 421
933 970 340
470 523 197
383 451 609
761 837 321
672 674 87
314 506 939
732 936 311
136 436 56
220 799 942
960 961 590
364 741 478
206 693 9
451 872 878
180 668 498
70 631 493
229 249 753
894 963 845
425 923 986
96 432 677
936 968 982
89 108 22
45 331 254
98 751 116
200 469 875
913 949 590
271 485 463
484 910 560
917 981 806
847 917 394
849 942 283
421 510 598
86 496 515
13 351 617
529 564 918
309 446 654
644 710 876
663 886 768
557 786 224
860 976 279
619 673 258
27 843 705
214 658 378
397 522 595
735 951 639
217 311 970
825 929 612
251 618 825
423 963 960
545 683 19
835 919 158
790 924 94
236 360 72
967 989 697
896 936 721
903 929 139
767 925 196
736 866 367
458 462 163
926 997 193
98 732 989
649 784 672
758 972 142
261 666 591
239 432 684
261 818 367
467 690 912
358 665 597
193 965 616
446 818 651
894 960 750
320 727 972
185 455 939
970 971 776
811 851 609
230 456 434
837 905 993
851 982 422
258 613 50
207 391 951
866 944 97
377 569 282
564 580 605
467 517 668
554 740 726
868 994 899
364 467 337
524 636 188
268 412 512
521 795 987
756 834 162
817 939 384
567 956 62
281 497 419
769 821 860
508 941 740
798 937 655
53 964 548
62 226 342
211 965 731
551 914 184
726 824 917
154 248 154
710 991 500
313 563 908
925 980 376
604 943 543
577 596 706
97 550 415
770 888 480
649 927 880
555 723 884
77 332 456
264 927 461
991 996 933
133 482 392
994 997 108
35 956 154
330 706 494
846 890 563
162 518 407
392 547 625
251 549 649
329 612 246
979 986 608
451 501 435
955 959 332
568 874 616
632 673 151
369 698 846
862 926 491
311 541 660
827 983 15
686 903 515
682 999 412
434 705 804
912 926 515
609 999 821
594 641 4
454 692 749
267 757 516
906 978 897
425 845 669
561 868 640
144 827 299
933 961 574
359 591 464
547 715 857
683 944 742
936 977 490
707 747 993
734 821 864
99 759 32
245 249 32
784 832 123
952 977 4
837 989 177
285 721 969
230 299 278
596 830 618
834 986 314
324 543 439
30 126 381
223 800 704
604 913 963
60 482 811
869 901 374
303 402 116
9 91 712
567 828 934
160 259 576
575 656 404
732 779 709
487 931 528
359 756 825
897 976 371
392 393 57
498 849 318
59 610 694
251 633 157
963 993 767
134 378 180
146 240 233
154 375 384
571 663 672
431 912 473
993 996 641
660 694 320
226 411 867
294 376 171
982 994 50
