horizontal segments 14000
515 913 583
682 828 977
348 808 724
506 876 37
273 754 809
519 805 58
141 316 816
944 957 549
231 408 456
567 943 570
88 153 248
428 748 124
610 852 728
665 877 628
128 443 982
142 815 346
708 762 634
870 895 523
682 692 985
765 916 718
347 425 360
900 997 828
823 957 527
247 963 64
611 732 832
706 810 434
313 966 742
84 166 307
460 882 822
166 405 813
577 983 333
167 210 412
538 978 744
840 853 876
218 707 542
822 937 535
780 882 994
924 976 360
949 982 117
183 267 710
832 902 191
340 599 830
981 989 67
33 959 198
495 850 826
735 799 541
443 447 673
778 799 392
918 944 848
494 586 989
983 984 565
723 889 245
388 543 376
76 147 409
562 992 942
799 833 594
903 904 403
981 988 27
876 965 337
552 560 298
24 703 83
883 996 445
76 303 14
952 967 753
341 685 583
223 653 962
608 656 676
476 973 333
88 925 42
341 375 864
775 785 765
546 561 522
782 997 789
72 416 802
242 263 962
784 876 952
195 231 595
762 910 888
463 606 672
687 872 596
746 905 267
496 866 477
139 473 314
236 371 909
6 318 727
643 786 773
740 925 591
164 927 907
319 823 138
60 173 931
877 950 255
649 685 713
181 727 356
154 786 254
168 843 751
956 957 556
513 820 950
512 950 814
113 408 796
199 916 382
726 884 736
922 930 851
90 194 256
674 769 605
475 748 79
791 880 359
908 971 864
795 875 241
874 983 62
716 830 989
808 875 333
350 790 507
335 675 328
263 657 551
901 985 975
33 177 510
861 878 79
475 720 361
361 479 550
495 759 668
777 805 626
380 961 724
95 558 729
934 954 874
932 987 945
937 986 916
407 939 441
858 970 860
173 184 603
975 991 297
160 828 203
755 960 728
714 878 32
834 918 256
501 597 542
813 821 496
989 998 19
239 820 575
735 771 993
392 695 417
988 991 720
763 844 533
510 779 851
960 970 590
597 844 775
613 887 407
743 788 261
614 661 585
992 997 19
657 667 106
420 716 777
523 759 86
206 671 493
645 792 961
48 704 957
696 786 52
517 688 718
868 954 197
98 606 398
909 923 744
919 942 681
806 981 720
280 628 836
470 814 563
807 872 163
786 868 97
896 982 953
360 948 500
153 813 183
693 746 392
241 602 323
450 736 777
916 941 719
897 916 543
237 971 984
75 431 596
148 276 328
749 847 208
289 318 671
722 899 866
628 792 697
690 810 672
544 859 479
275 529 126
87 520 687
237 411 887
879 887 144
806 998 316
473 653 662
274 630 3
526 683 862
412 508 452
856 962 493
434 605 920
119 816 568
178 699 12
21 497 457
324 767 411
392 950 445
918 951 572
775 865 665
229 976 787
596 661 424
115 763 454
711 820 354
509 784 693
88 444 656
700 836 864
383 435 86
186 670 966
296 324 704
530 656 346
796 995 507
743 930 344
754 787 487
481 558 435
324 967 180
912 959 256
745 879 69
245 923 622
246 1000 647
667 718 510
655 854 925
494 909 494
671 927 247
881 985 440
366 819 161
699 767 908
451 972 370
727 733 223
640 710 826
617 916 503
734 756 923
914 915 410
340 353 250
15 70 952
119 477 123
359 900 893
927 974 342
475 507 33
399 475 828
470 826 403
880 996 243
947 982 363
619 808 592
507 562 853
14 729 483
315 821 301
45 717 777
258 669 440
258 776 859
38 700 753
758 931 506
504 981 837
553 569 767
303 847 222
943 955 74
211 234 439
577 695 120
1 449 96
860 923 937
865 909 4
323 881 932
783 811 292
407 723 927
301 363 598
739 824 901
379 626 602
744 936 560
110 271 782
170 381 105
108 155 356
231 893 276
732 855 257
184 448 507
3 956 509
171 593 841
250 768 608
175 418 86
633 721 595
474 753 580
876 881 456
854 891 112
32 392 906
457 937 419
204 929 360
511 515 584
586 714 227
652 915 970
404 699 718
427 600 596
910 998 720
375 866 480
492 510 368
498 663 435
954 964 933
759 806 68
282 518 962
253 399 258
813 932 288
599 656 717
36 241 801
64 66 621
475 892 973
710 789 336
298 382 558
346 710 90
63 501 61
16 37 213
389 450 226
683 992 320
918 973 152
375 891 982
257 567 746
598 967 921
894 965 129
389 790 163
916 926 848
149 919 195
501 872 596
736 908 150
223 883 214
704 818 478
263 739 317
588 804 452
163 533 160
662 817 539
832 935 359
17 907 637
956 974 574
272 892 844
186 462 763
103 167 309
913 949 85
724 952 684
504 903 650
231 620 138
287 731 142
887 947 908
379 706 34
453 730 11
700 925 726
517 548 803
289 370 551
98 120 96
632 672 93
850 968 229
974 977 368
642 828 441
17 179 355
989 995 136
526 715 160
333 953 333
180 503 960
700 886 575
942 974 812
299 668 28
183 627 642
332 805 958
61 301 294
11 859 899
197 749 843
738 883 182
710 810 844
4 899 412
232 249 764
136 634 108
26 186 885
684 836 858
475 718 797
75 165 802
551 638 336
652 846 347
