horizontal segments 63000
69 115 419
71 652 265
741 783 530
639 676 628
966 999 93
382 749 749
283 708 540
266 655 616
175 190 180
952 987 154
117 298 15
106 632 545
650 918 770
423 693 757
205 261 748
954 988 88
96 927 322
905 953 57
964 975 815
9 321 713
624 648 413
128 343 488
910 940 746
467 892 381
186 221 418
447 636 312
568 957 531
3 955 33
610 772 192
921 973 445
104 132 80
577 622 345
785 999 533
649 703 746
622 857 693
340 999 369
859 914 74
748 766 569
177 243 890
398 722 448
969 985 266
69 554 721
358 653 805
833 884 503
96 391 58
489 594 94
600 665 406
985 988 443
319 661 534
368 654 251
608 846 989
571 794 325
905 914 488
935 938 671
211 973 896
550 666 383
606 887 60
371 682 863
294 406 583
819 903 752
817 854 174
138 954 882
156 550 461
353 541 639
850 941 849
289 689 539
272 628 290
757 999 941
78 585 413
118 795 984
955 962 201
809 890 331
517 769 485
132 336 297
343 754 28
287 723 791
855 966 197
590 763 669
786 959 720
760 975 998
640 781 446
596 603 258
946 996 567
135 888 644
950 968 777
624 938 425
816 971 66
905 933 840
342 969 589
154 293 825
62 631 721
331 949 780
688 825 945
416 577 216
420 539 452
718 983 753
852 906 282
380 747 643
102 381 880
112 885 967
12 98 532
423 632 422
504 760 696
988 993 244
925 928 930
314 769 251
229 367 594
747 975 769
576 784 36
327 504 31
349 895 953
577 662 438
788 985 486
251 379 529
639 701 536
908 925 706
157 411 306
223 671 318
530 694 336
125 943 839
937 944 31
635 884 127
578 790 414
430 657 382
6 312 622
287 419 666
811 942 941
139 424 718
71 613 263
98 711 690
752 899 366
368 714 909
78 594 434
212 847 604
749 789 471
474 961 612
49 686 559
17 191 620
782 830 546
577 872 324
272 652 101
861 951 192
932 983 220
643 691 813
88 970 293
730 796 250
155 205 190
781 952 176
143 708 617
42 147 297
633 926 540
198 819 999
686 692 735
761 888 187
977 980 640
758 805 302
327 574 23
58 145 466
856 965 929
201 854 2
954 997 348
891 899 352
215 644 125
638 978 749
379 438 944
835 887 34
731 742 504
739 779 869
823 914 868
94 213 427
291 979 648
927 960 704
618 732 15
647 654 244
199 946 976
20 949 630
729 918 626
234 482 437
917 1000 684
897 943 987
69 651 636
640 689 558
402 863 994
310 548 103
325 696 62
26 596 653
382 997 756
159 642 226
629 876 336
358 685 428
120 373 722
369 384 82
381 971 69
612 655 977
654 808 734
668 987 852
880 955 980
258 626 550
738 766 136
91 629 454
186 187 377
369 660 976
166 935 681
623 636 272
929 982 436
960 977 735
21 67 399
815 933 999
465 505 29
414 802 48
659 685 963
316 835 411
273 994 498
201 464 615
94 965 906
498 832 312
888 912 270
950 996 988
441 684 888
718 960 98
603 811 481
996 1000 976
358 769 587
581 760 564
958 969 100
911 961 903
184 537 514
110 139 558
119 431 528
514 698 398
816 1000 994
740 998 604
920 967 908
150 587 792
297 566 132
578 954 675
298 790 642
771 979 612
360 759 364
128 502 151
888 889 345
849 994 495
54 613 820
4 559 681
602 718 464
797 855 760
43 848 754
669 797 224
188 479 64
832 894 554
761 970 699
857 864 365
248 454 649
75 502 96
685 956 717
907 942 724
411 542 787
481 859 558
294 995 468
8 60 193
553 788 34
283 520 127
887 923 1000
977 980 440
778 930 963
962 969 91
649 847 226
478 839 650
225 502 586
437 973 16
707 746 53
640 966 209
867 979 58
283 302 72
770 930 809
187 340 726
688 771 968
686 896 283
589 835 323
226 343 740
454 581 827
68 385 143
269 993 801
206 502 900
864 994 778
911 972 523
684 809 849
660 871 906
253 722 642
492 866 817
419 695 372
476 679 196
219 282 97
785 865 799
281 605 773
47 781 370
834 928 597
817 823 190
120 426 816
644 861 977
518 702 267
909 988 27
27 402 974
613 685 618
704 993 565
622 871 373
357 665 216
443 647 651
537 731 454
268 783 592
103 983 809
869 899 905
201 541 250
833 941 785
442 540 247
415 634 961
121 568 264
925 943 439
880 929 636
905 920 711
485 965 867
124 703 965
127 252 127
566 901 402
24 695 52
155 357 801
669 780 799
607 611 176
679 867 782
654 912 501
929 995 861
658 887 218
752 869 829
237 435 861
948 964 174
836 926 736
508 572 375
64 509 951
238 934 820
533 859 585
375 901 476
358 520 300
700 790 479
130 243 183
666 870 326
384 427 355
349 752 818
299 365 209
672 803 925
978 996 435
591 980 22
609 943 126
421 704 349
690 766 267
777 869 289
549 646 811
771 853 969
395 590 539
666 766 741
424 447 841
730 838 117
307 894 799
258 833 131
966 970 666
70 690 497
3 431 417
380 801 412
707 761 605
824 976 800
135 479 51
633 739 755
287 865 595
530 879 388
595 876 595
105 414 607
3 594 804
645 871 427
597 918 751
495 614 745
615 945 198
913 942 15
686 785 831
322 923 103
993 1000 652
166 725 262
72 483 777
62 164 690
948 985 44
609 765 199
175 344 18
421 749 300
935 983 234
90 430 96
969 973 945
248 337 300
345 455 247
229 816 331
528 862 196
785 913 320
973 986 605
169 296 705
946 974 70
626 803 302
950 974 478
516 978 944
385 855 244
794 970 141
643 987 764
770 884 326
111 964 205
685 737 44
877 965 734
426 764 215
467 743 928
921 951 258
62 598 213
200 692 453
492 564 799
128 156 299
561 567 865
848 909 827
244 585 897
19 62 752
181 290 16
797 970 763
540 730 802
96 615 978
618 821 185
109 763 746
821 865 260
34 177 368
535 789 1000
715 981 722
642 740 952
296 752 325
642 956 211
963 971 7
283 606 790
816 915 681
277 730 490
462 582 405
712 974 141
430 963 794
551 708 623
535 975 572
575 749 229
107 990 172
308 519 106
887 996 191
80 874 265
875 993 420
223 647 464
165 645 552
672 965 71
769 997 529
199 815 457
33 924 114
711 965 538
595 929 117
506 763 657
821 859 625
595 732 399
978 986 675
837 838 349
303 979 807
71 580 602
263 652 979
209 386 538
297 364 905
984 994 354
373 606 916
623 882 972
680 936 128
758 824 809
18 444 886
290 396 441
169 315 114
763 957 920
963 984 547
363 612 658
259 865 403
952 962 64
495 730 466
763 868 771
415 958 863
791 985 195
666 815 600
900 902 749
22 330 302
366 371 895
266 752 540
671 942 698
446 688 695
486 806 1
951 958 228
770 790 118
84 485 574
285 397 162
496 498 305
24 200 139
47 587 728
75 361 388
620 716 735
65 491 966
640 778 801
958 992 403
755 949 184
116 228 364
275 652 622
610 923 963
24 977 423
793 865 653
367 993 987
398 616 858
868 968 651
578 738 717
105 519 205
772 789 739
957 992 232
35 522 702
132 203 352
177 822 645
466 501 265
199 497 293
852 965 880
314 558 827
239 640 792
417 840 955
392 600 614
150 852 822
868 962 138
120 842 870
626 781 766
308 526 311
284 833 550
221 821 465
195 268 109
692 867 462
262 975 32
859 926 151
243 299 672
237 982 713
357 722 335
665 718 222
207 578 585
837 984 468
784 919 610
224 999 396
783 786 778
7 235 932
718 775 149
675 805 848
819 975 242
256 848 154
31 114 861
901 935 557
748 864 696
381 547 754
149 971 800
920 923 582
916 932 715
905 951 646
172 458 432
901 975 300
963 971 934
469 729 559
589 999 820
703 721 936
42 999 857
107 729 551
282 644 623
775 890 111
881 892 669
723 975 857
70 531 891
103 574 686
751 913 354
613 969 155
953 987 739
265 570 658
273 964 209
961 980 452
338 388 523
224 255 953
193 937 588
42 145 402
527 788 662
376 602 223
990 992 482
846 861 947
626 696 143
158 444 906
7 214 382
234 579 78
760 827 425
282 374 582
364 961 439
683 772 915
43 495 637
322 989 897
173 833 789
892 993 623
846 976 739
309 765 964
103 640 364
284 762 103
601 894 814
993 1000 485
434 572 88
130 403 963
843 996 592
269 539 361
535 582 193
615 971 942
708 939 235
