horizontal segments 66000
320 624 147
934 945 19
513 678 647
401 535 700
207 798 642
774 951 750
335 568 734
380 721 847
811 920 15
809 866 409
59 448 949
238 399 549
458 994 812
122 523 421
605 614 397
341 634 819
815 878 616
787 969 608
699 936 229
846 881 395
393 707 916
996 1000 777
236 247 543
991 1000 546
24 710 394
936 968 603
242 609 199
62 518 271
73 538 941
404 726 914
500 641 695
230 959 767
451 671 937
676 885 802
785 875 522
147 962 7
893 933 70
699 714 725
97 189 910
320 951 11
920 975 27
982 983 72
934 997 660
665 855 554
808 957 289
277 621 636
632 982 776
405 452 755
131 671 293
763 875 97
713 720 942
849 877 364
509 761 872
931 989 495
783 856 433
119 553 154
222 997 586
848 943 864
290 818 138
918 949 573
402 974 631
618 768 157
999 1000 902
543 710 982
297 732 958
176 851 698
575 853 625
631 940 46
638 903 765
16 82 372
532 837 781
723 982 368
491 995 604
435 534 730
82 163 354
530 766 32
294 611 351
651 766 69
777 941 617
61 778 602
820 859 500
815 860 619
109 509 404
383 894 168
490 931 238
337 851 637
601 915 87
352 441 841
436 967 603
153 488 502
306 909 142
760 761 706
277 973 499
4 6 192
309 741 503
874 946 442
188 659 949
677 950 58
726 948 221
735 817 520
458 971 301
231 830 785
800 988 745
48 192 317
19 611 927
758 804 718
349 874 568
656 794 706
8 31 919
513 898 382
460 639 667
581 749 388
218 535 765
776 977 456
456 538 993
903 951 312
59 758 394
560 881 361
347 401 808
349 958 139
17 749 455
594 794 159
300 596 254
331 881 672
851 854 129
198 666 50
741 801 410
192 999 995
152 596 727
944 949 430
84 809 24
880 968 315
466 699 479
864 985 91
849 854 597
353 862 993
41 581 171
672 863 883
231 672 575
924 935 918
501 942 717
703 980 248
115 704 808
595 700 836
316 418 639
214 401 223
777 943 25
209 957 825
733 999 115
977 1000 540
367 399 325
187 664 684
132 224 976
567 571 458
102 698 328
500 709 933
187 630 19
381 483 532
850 854 792
248 880 443
482 535 513
26 918 749
597 999 572
940 957 402
210 322 965
871 971 170
804 968 582
896 925 618
96 823 998
933 960 703
191 218 783
413 813 161
915 958 254
639 901 532
917 925 495
117 472 349
208 394 612
645 968 810
956 977 853
591 746 731
211 488 246
838 930 440
672 903 4
157 895 785
869 913 366
238 280 134
326 683 249
230 551 59
241 426 237
439 612 643
909 950 507
823 896 643
607 816 554
302 671 356
569 763 879
771 934 797
794 905 386
307 574 994
379 608 237
17 26 216
919 993 974
242 820 28
110 665 189
600 737 989
878 976 905
324 329 125
663 678 324
817 969 220
856 880 410
83 993 810
310 717 160
334 825 468
658 721 701
138 213 985
539 788 958
178 995 890
82 734 357
16 311 488
670 929 597
454 728 51
31 768 919
829 883 475
898 946 827
857 963 711
653 981 624
760 878 65
21 645 128
960 990 293
717 935 761
756 856 10
843 970 540
751 795 581
247 350 384
524 798 954
986 998 781
7 741 579
734 966 74
701 990 41
788 819 883
572 810 937
253 697 925
419 839 629
398 789 305
12 666 870
620 776 970
573 667 838
625 696 743
794 974 89
166 509 806
436 588 442
93 690 987
102 282 550
591 972 64
77 583 284
438 996 879
185 495 998
660 798 927
690 767 417
862 869 213
299 483 816
122 582 311
819 927 296
175 456 27
887 918 737
513 830 190
914 999 32
716 735 242
679 923 682
483 870 414
336 720 333
843 977 176
495 842 595
898 971 567
758 951 906
623 984 609
309 512 901
370 992 997
521 615 359
277 401 57
293 658 883
5 593 955
316 644 575
638 783 856
390 768 706
305 871 857
508 777 320
822 843 309
548 571 126
369 695 200
196 584 157
999 1000 72
289 445 815
257 742 859
691 729 406
321 994 225
382 717 873
300 386 353
747 989 28
514 523 353
86 364 783
771 880 560
98 318 680
688 907 175
79 121 100
162 364 462
306 958 484
719 902 231
650 656 670
152 716 289
913 996 528
912 932 949
385 599 469
875 996 199
368 456 634
201 992 10
237 314 634
413 799 80
311 320 814
116 216 209
53 418 26
992 994 600
394 473 274
531 709 395
95 418 852
236 972 114
599 661 962
592 633 645
973 984 750
59 752 279
771 962 706
561 880 134
791 908 835
674 781 644
500 586 301
434 559 442
797 892 917
102 662 505
185 530 727
443 735 3
25 161 314
219 360 927
253 817 770
31 419 861
133 815 104
554 809 895
480 961 850
646 811 783
151 909 756
967 993 64
865 941 817
467 472 203
736 995 192
399 806 659
354 415 909
293 998 103
94 747 974
334 360 679
970 989 999
271 323 999
708 761 781
570 796 745
432 491 961
538 831 535
244 433 335
478 579 212
52 245 238
397 711 684
816 938 320
370 933 971
398 516 869
48 924 490
892 896 555
933 980 250
962 993 374
240 963 681
240 517 610
113 544 858
495 560 107
713 1000 824
30 689 314
330 933 647
603 812 936
961 984 415
802 889 359
594 757 948
97 823 497
103 352 467
903 925 133
264 780 180
862 926 806
569 841 897
248 375 957
426 702 700
389 459 266
911 940 555
964 978 738
174 976 728
162 557 263
539 752 750
131 569 84
531 995 27
392 405 776
393 969 283
739 828 663
108 391 295
70 725 308
646 734 664
621 984 542
742 752 513
69 920 146
727 788 63
275 568 972
681 884 38
537 613 240
632 697 539
610 941 251
721 780 474
392 681 528
610 730 890
804 900 367
930 946 969
692 817 510
280 421 782
465 635 987
36 420 636
692 952 480
792 800 144
445 735 305
637 832 550
557 800 265
764 832 188
202 606 399
119 906 887
749 998 311
748 954 307
72 416 55
378 606 159
827 853 671
39 218 541
267 831 591
472 687 307
407 954 683
334 659 13
24 49 918
242 682 49
406 668 680
389 954 834
603 793 291
907 1000 266
460 838 115
401 433 118
390 663 417
328 796 779
572 798 362
523 620 614
765 793 556
641 700 322
35 457 276
214 251 990
90 206 920
916 934 57
619 755 203
742 777 36
406 766 637
9 245 997
181 270 33
404 956 801
882 990 216
721 830 28
247 456 661
806 823 189
145 239 673
741 900 301
288 469 33
391 877 946
158 318 112
499 845 153
211 771 75
823 883 85
824 878 619
136 592 836
215 838 266
973 975 65
145 174 316
760 841 840
972 976 798
184 470 570
401 849 116
56 751 895
248 1000 53
297 841 240
747 778 822
932 933 559
756 990 263
143 628 788
880 901 166
725 899 548
148 780 575
224 871 969
733 792 820
469 700 536
554 921 558
774 992 982
667 891 193
394 429 997
742 777 148
543 859 711
922 972 427
864 924 435
851 896 263
188 219 692
533 865 877
517 679 620
60 587 877
710 712 158
727 835 198
973 974 292
829 975 511
898 970 573
336 409 171
984 997 262
386 990 433
185 696 635
410 616 570
440 504 358
409 905 949
897 962 853
46 321 910
663 853 734
419 675 813
984 996 110
822 834 349
628 828 178
611 766 240
644 962 858
208 981 673
781 842 808
801 959 745
388 634 461
249 329 763
237 299 30
491 692 305
808 870 739
236 804 623
453 752 252
422 634 84
84 747 131
264 577 747
590 747 230
984 994 502
722 952 177
694 749 363
244 274 645
101 600 352
777 988 936
595 952 603
253 589 517
511 553 426
762 954 643
267 874 316
64 999 358
476 902 860
409 804 751
84 733 89
847 955 686
124 958 69
530 895 97
315 753 295
717 839 541
