horizontal segments 77000
795 846 606
77 249 756
735 963 228
187 929 429
199 979 746
577 825 221
236 985 311
351 441 504
479 608 573
398 431 763
362 927 308
627 792 752
448 720 141
587 749 976
92 458 881
388 656 610
937 993 294
843 847 757
842 902 255
866 927 36
503 905 232
72 611 674
723 789 812
466 501 616
121 912 174
790 888 168
158 720 566
170 174 81
225 346 787
745 981 827
456 903 475
193 277 470
512 936 177
567 929 37
485 565 386
297 609 356
386 751 489
266 548 303
234 394 315
107 426 648
79 206 60
215 252 931
860 911 773
578 896 454
445 895 602
235 978 148
380 774 374
779 810 123
276 554 995
117 763 578
231 880 456
418 712 357
373 498 353
282 348 369
33 144 479
61 949 402
580 912 187
591 666 612
720 798 405
238 474 35
824 864 157
726 870 677
320 624 257
587 945 361
11 82 85
45 951 188
5 49 179
113 507 901
484 839 195
381 567 369
420 499 118
321 960 804
800 914 454
877 922 134
364 607 280
281 470 736
440 952 897
334 664 263
49 516 471
280 725 561
440 476 265
46 621 742
495 907 805
131 627 60
561 897 241
768 803 995
592 699 621
543 972 644
839 996 853
221 241 731
601 719 882
870 993 728
161 399 579
218 470 957
992 1000 570
434 763 538
81 489 33
345 980 74
202 624 292
776 892 756
966 987 916
581 818 898
60 367 879
234 386 187
173 893 567
242 625 747
684 933 994
457 654 29
865 953 534
562 704 694
25 425 346
710 712 395
295 453 1000
716 786 915
175 406 824
255 352 697
972 993 841
281 712 602
8 336 360
803 862 187
908 933 260
852 921 877
87 100 78
69 961 180
730 732 582
490 832 805
577 948 546
89 113 294
825 844 895
961 993 361
183 514 712
761 784 745
319 954 528
585 705 418
938 960 43
98 192 875
748 750 534
212 975 595
355 785 743
229 484 334
741 780 492
255 859 60
91 458 317
411 737 887
40 639 416
58 602 250
415 740 402
761 971 290
676 681 429
185 896 395
889 967 207
340 426 926
103 105 572
374 848 725
704 866 29
951 952 928
534 714 694
695 986 866
880 977 831
739 918 146
360 599 691
89 559 755
988 998 483
15 432 815
431 769 700
705 834 865
23 243 825
53 61 803
533 766 359
154 164 352
614 667 463
183 571 59
893 946 15
979 987 241
607 908 107
462 789 907
337 934 595
349 659 481
818 823 94
130 885 581
930 954 952
471 791 600
437 983 585
771 779 192
100 981 304
45 516 500
35 895 431
561 975 14
819 869 465
484 662 160
803 921 751
368 715 895
116 837 730
330 771 533
537 878 425
823 922 942
629 756 689
89 925 926
420 774 784
942 989 141
943 995 542
347 572 896
96 912 58
540 651 262
574 880 727
926 963 787
474 880 998
230 282 986
130 235 210
819 834 186
774 779 730
543 956 418
895 976 283
446 727 833
249 706 981
55 732 641
1 443 275
85 526 720
874 965 239
284 482 365
72 907 33
480 769 802
101 162 280
586 791 327
887 1000 965
754 854 1000
826 998 476
